2026-03-30 21:48:48,936 - INFO - Loaded 4599 gGSP records from d:\Studia\Projekty\gsp-lab\results\plots\gGSP_5.0.csv
2026-03-30 21:48:49,202 - INFO - Loaded 4599 lDDT records from d:\Studia\Projekty\gsp-lab\results\lddt\finished\global_report.csv
2026-03-30 21:48:51,589 - INFO - Processing target: CR1107
2026-03-30 21:48:51,716 - INFO - 
--- Detailed data for target: CR1107 ---
2026-03-30 21:48:51,741 - INFO - 
   Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score      P-value   mcq  TM-score
   bujnicki_4 10.235 0.472 26.946  41.913    0.643   0.630    0.000         0.687        56.52 6.840000e-01 23.29     0.275
   bujnicki_5 10.657 0.470 24.870  38.274    0.650   0.613    0.000         0.706        69.42 2.500000e-01 23.90     0.257
       chen_1 11.014 0.486 26.820  34.464    0.778   0.961    0.354         0.744         2.31 6.580000e-01 23.02     0.221
       chen_2 11.398 0.475 26.154  34.095    0.767   0.941    0.354         0.737         1.92 5.150000e-01 26.86     0.224
       chen_3 12.231 0.499 31.762  43.209    0.735   0.898    0.354         0.708         1.54 9.990000e-01 25.84     0.255
       chen_4 10.958 0.471 25.355  33.035    0.768   0.962    0.354         0.725         2.31 3.430000e-01 26.92     0.204
       chen_5 11.006 0.465 21.390  29.193    0.733   0.941    0.354         0.683         1.15 4.550000e-03 23.86     0.228
       das_10 13.249 0.484 19.334  27.739    0.697   0.923    0.000         0.672         4.23 8.840000e-05 16.77     0.248
        das_1 15.698 0.477 11.480  17.038    0.674   0.863    0.000         0.652         3.46 2.220000e-16 17.32     0.217
        das_2 14.257 0.476 11.732  16.886    0.695   0.885    0.000         0.672         3.46 7.770000e-16 17.51     0.233
        das_3 11.044 0.476 23.908  33.772    0.708   0.906    0.000         0.682         3.08 1.130000e-01 17.01     0.232
        das_4 10.955 0.460 25.395  37.511    0.677   0.907    0.000         0.632         3.46 3.510000e-01 17.95     0.242
        das_5 16.673 0.501 10.663  15.041    0.709   0.962    0.000         0.657         1.15 0.000000e+00 16.65     0.285
        das_6 13.404 0.481 18.230  25.341    0.719   0.885    0.000         0.702         2.31 6.390000e-06 15.95     0.216
        das_7 12.468 0.479 21.158  31.089    0.681   0.962    0.000         0.621         2.31 3.100000e-03 17.76     0.235
        das_8 14.662 0.482 13.960  19.798    0.705   0.941    0.000         0.677         4.23 8.150000e-12 17.29     0.241
        das_9 12.081 0.470 17.484  25.939    0.674   0.846    0.000         0.657         1.54 8.840000e-07 16.56     0.295
  dokholyan_1 11.854 0.429 28.986  45.286    0.640   0.720    0.000         0.646         5.77 9.470000e-01 24.30     0.243
  dokholyan_2  9.840 0.409 29.496  47.562    0.620   0.770    0.000         0.594         3.85 9.710000e-01 25.17     0.213
  dokholyan_3 12.032 0.453 24.478  37.050    0.661   0.728    0.000         0.683         1.54 1.860000e-01 25.02     0.265
  dokholyan_4 11.923 0.442 24.487  36.562    0.670   0.702    0.000         0.697         1.93 1.870000e-01 24.18     0.196
  dokholyan_5 12.078 0.440 19.994  30.084    0.665   0.728    0.000         0.679         1.93 3.580000e-04 24.16     0.234
rnacomposer_1 12.480 0.493 18.264  29.050    0.629   0.667    0.204         0.651         6.93 6.970000e-06 18.34     0.240
rnacomposer_2 12.348 0.510 19.172  28.149    0.681   0.770    0.000         0.692         6.93 6.150000e-05 16.48     0.253
rnacomposer_3 11.536 0.490 19.912  26.605    0.748   0.863    0.000         0.753         7.70 3.020000e-04 18.50     0.253
rnacomposer_4 12.722 0.449 26.695  38.457    0.694   0.857    0.354         0.659         5.77 6.330000e-01 23.64     0.184
rnacomposer_5 10.808 0.450 28.232  46.206    0.611   0.538    0.250         0.674         6.54 8.840000e-01 22.08     0.226
     simrna_1 10.087 0.471 27.385  46.580    0.588   0.588    0.218         0.622       155.42 7.650000e-01 24.01     0.286
     simrna_2 10.235 0.471 26.950  41.919    0.643   0.669    0.000         0.672       122.39 6.850000e-01 24.54     0.275
     simrna_3 10.657 0.468 24.862  40.418    0.615   0.549    0.000         0.682       145.24 2.480000e-01 25.23     0.258
     simrna_4 10.456 0.431 25.304  42.868    0.590   0.627    0.000         0.617       107.56 3.320000e-01 24.80     0.261
     simrna_5 12.274 0.461 23.906  36.579    0.654   0.786    0.000         0.652       116.76 1.130000e-01 24.28     0.291
       xiao_1 12.473 0.430 13.678  20.725    0.660   0.809    0.000         0.653        10.40 2.740000e-12 35.87     0.294
       xiao_2 12.391 0.442 17.173  26.662    0.644   0.750    0.250         0.643         9.63 3.690000e-07 32.43     0.180
       xiao_3  9.929 0.427 24.468  41.602    0.588   0.707    0.000         0.581         3.08 1.850000e-01 27.64     0.263
       xiao_4 11.083 0.472 23.219  31.209    0.744   0.832    0.250         0.754         0.39 5.570000e-02 34.49     0.301
       xiao_5 11.266 0.480 18.826  26.940    0.699   0.805    0.354         0.689         2.31 2.760000e-05 35.74     0.295
2026-03-30 21:48:56,253 - INFO - Total models with gGSP: 45
2026-03-30 21:48:56,253 - INFO - Metric lDDT: available for 45/45 models
2026-03-30 21:48:56,253 - INFO - Metric RMSD: available for 45/45 models
2026-03-30 21:48:56,253 - INFO - Metric DI_all: available for 45/45 models
2026-03-30 21:48:56,253 - INFO - Metric INF_all: available for 45/45 models
2026-03-30 21:48:56,253 - INFO - Metric INF_wc: available for 45/45 models
2026-03-30 21:48:56,253 - INFO - Metric INF_nwc: available for 45/45 models
2026-03-30 21:48:56,254 - INFO - Metric INF_stacking: available for 45/45 models
2026-03-30 21:48:56,254 - INFO - Metric Clash_Score: available for 45/45 models
2026-03-30 21:48:56,254 - INFO - Metric P-value: available for 45/45 models
2026-03-30 21:48:56,254 - INFO - Metric mcq: available for 45/45 models
2026-03-30 21:48:56,254 - INFO - Metric TM-score: available for 45/45 models
2026-03-30 21:48:56,258 - INFO - Clash_Score: Pearson=0.377, Spearman=0.203, Kendall=0.158 (n=45)
2026-03-30 21:48:56,259 - INFO - DI_all: Pearson=0.796, Spearman=0.776, Kendall=0.602 (n=45)
2026-03-30 21:48:56,261 - INFO - INF_all: Pearson=0.313, Spearman=0.434, Kendall=0.306 (n=45)
2026-03-30 21:48:56,264 - INFO - INF_nwc: Pearson=-0.214, Spearman=-0.159, Kendall=-0.121 (n=45)
2026-03-30 21:48:56,266 - INFO - INF_stacking: Pearson=0.011, Spearman=-0.027, Kendall=-0.014 (n=45)
2026-03-30 21:48:56,268 - INFO - INF_wc: Pearson=0.506, Spearman=0.499, Kendall=0.342 (n=45)
2026-03-30 21:48:56,271 - INFO - mcq: Pearson=0.412, Spearman=0.427, Kendall=0.285 (n=45)
2026-03-30 21:48:56,273 - INFO - P-value: Pearson=0.520, Spearman=0.746, Kendall=0.569 (n=45)
2026-03-30 21:48:56,275 - INFO - RMSD: Pearson=0.781, Spearman=0.747, Kendall=0.570 (n=45)
2026-03-30 21:48:56,277 - INFO - TM-score: Pearson=-0.088, Spearman=-0.133, Kendall=-0.111 (n=45)
2026-03-30 21:48:56,279 - INFO - lDDT: Pearson=0.396, Spearman=0.443, Kendall=0.291 (n=45)
2026-03-30 21:48:56,281 - INFO - Saved correlation results to d:\Studia\Projekty\gsp-lab\results\correlations\PZ22_gGSP_correlations.csv
2026-03-30 21:48:56,281 - INFO - Processing target: PZ22Dimer
2026-03-30 21:48:56,363 - INFO - 
--- Detailed data for target: PZ22Dimer ---
2026-03-30 21:48:56,371 - INFO - 
      Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score      P-value   mcq  TM-score
  adamiak_1  8.364 0.418 31.017  45.871    0.676   0.777    0.354         0.665         5.58 7.070000e-06 21.80     0.204
  adamiak_2  8.639 0.412 32.797  50.322    0.652   0.738    0.204         0.657         2.70 4.000000e-04 23.54     0.213
  adamiak_3  8.831 0.441 29.954  43.231    0.693   0.762    0.250         0.702         4.81 4.060000e-07 18.41     0.285
  adamiak_4  8.656 0.440 32.950  46.356    0.711   0.777    0.250         0.723         5.01 5.410000e-04 18.40     0.261
  adamiak_5  9.924 0.416 20.249  30.463    0.665   0.762    0.000         0.670        10.78 0.000000e+00 23.63     0.236
 bujnicki_1 11.123 0.438 29.157  42.764    0.682   0.915    0.000         0.638        51.27 3.820000e-08 23.05     0.261
 bujnicki_2  9.487 0.442 31.150  44.447    0.701   0.882    0.000         0.676        48.60 9.850000e-06 23.15     0.314
 bujnicki_3  7.686 0.377 35.530  57.196    0.621   0.715    0.144         0.623       128.29 3.330000e-02 24.04     0.283
 bujnicki_4  8.312 0.401 31.677  49.374    0.642   0.740    0.000         0.643        98.69 3.520000e-05 23.39     0.225
 bujnicki_5  5.279 0.294 49.574  98.774    0.502   0.369    0.000         0.587        62.04 1.000000e+00 23.86     0.190
     chen_1  8.243 0.440 36.235  47.235    0.767   0.930    0.354         0.741         2.70 7.450000e-02 27.71     0.263
     chen_2  8.413 0.420 31.364  41.740    0.751   0.951    0.354         0.707         4.81 1.670000e-05 25.89     0.247
     chen_3  9.005 0.424 26.480  35.694    0.742   0.941    0.354         0.696         8.09 3.380000e-12 27.11     0.219
     chen_4  8.661 0.417 33.594  44.446    0.756   0.940    0.289         0.721         5.01 1.810000e-03 26.23     0.284
     chen_5  9.296 0.425 27.746  36.381    0.763   0.952    0.354         0.721         6.74 3.650000e-10 25.53     0.264
     das_10  9.776 0.433 24.201  36.552    0.662   0.835    0.000         0.644         1.73 2.220000e-16 19.41     0.292
      das_1  8.576 0.432 34.474  50.304    0.685   0.860    0.144         0.659         2.70 7.730000e-03 21.11     0.252
      das_2 12.722 0.451 21.616  31.666    0.683   0.874    0.125         0.652         3.85 0.000000e+00 18.58     0.233
      das_3 11.840 0.443 21.958  31.859    0.689   0.874    0.000         0.669         3.47 0.000000e+00 19.19     0.234
      das_4 12.611 0.464 26.560  39.344    0.675   0.913    0.088         0.637         4.24 4.620000e-12 19.02     0.260
      das_5 13.602 0.467 21.248  30.729    0.691   0.952    0.000         0.637         1.16 0.000000e+00 19.42     0.287
      das_6 11.005 0.455 20.472  29.766    0.688   0.931    0.088         0.649         4.24 0.000000e+00 18.93     0.242
      das_7  8.630 0.445 33.971  48.472    0.701   0.896    0.125         0.669         2.89 3.460000e-03 18.38     0.232
      das_8  8.358 0.433 28.748  40.646    0.707   0.917    0.177         0.664         3.47 1.060000e-08 20.28     0.242
      das_9  9.844 0.452 28.435  41.432    0.686   0.874    0.000         0.659         2.12 3.820000e-09 18.11     0.236
dokholyan_1  9.074 0.335 35.587  57.572    0.618   0.681    0.000         0.630         1.93 3.570000e-02 24.01     0.195
dokholyan_2  7.698 0.357 36.397  56.372    0.646   0.674    0.000         0.676         0.00 8.810000e-02 23.55     0.224
dokholyan_3  8.234 0.353 38.345  62.062    0.618   0.689    0.000         0.629         1.93 3.930000e-01 24.21     0.214
dokholyan_4  9.039 0.361 39.694  64.518    0.615   0.667    0.000         0.631         1.15 6.840000e-01 23.59     0.232
dokholyan_5  7.635 0.362 36.038  55.530    0.649   0.687    0.000         0.676         2.12 6.030000e-02 23.14     0.208
   simrna_1  9.119 0.420 27.274  45.752    0.596   0.676    0.000         0.607       129.29 6.760000e-11 23.75     0.273
   simrna_2 10.623 0.408 26.460  41.322    0.640   0.743    0.000         0.642       125.53 3.130000e-12 26.45     0.223
   simrna_3  8.796 0.412 34.170  56.504    0.605   0.619    0.000         0.644       119.32 4.790000e-03 24.30     0.248
   simrna_4  8.799 0.423 28.950  45.223    0.640   0.802    0.000         0.624       115.45 2.010000e-08 25.07     0.249
   simrna_5  9.250 0.422 27.168  43.640    0.623   0.648    0.000         0.654       122.28 4.570000e-11 25.62     0.251
     xiao_1  8.186 0.346 35.088  59.783    0.587   0.624    0.000         0.616        10.40 1.880000e-02 33.57     0.294
     xiao_2  7.747 0.357 36.320  63.145    0.575   0.604    0.250         0.594         9.63 8.140000e-02 31.75     0.189
     xiao_3  7.354 0.344 43.461  76.347    0.569   0.636    0.079         0.578         0.77 9.950000e-01 28.41     0.265
     xiao_4  7.964 0.381 31.156  45.990    0.677   0.747    0.250         0.689         1.16 1.000000e-05 35.13     0.299
     xiao_5  8.031 0.388 34.983  56.747    0.616   0.664    0.354         0.624         1.35 1.620000e-02 32.81     0.297
2026-03-30 21:48:56,372 - INFO - Total models with gGSP: 40
2026-03-30 21:48:56,372 - INFO - Metric lDDT: available for 40/40 models
2026-03-30 21:48:56,372 - INFO - Metric RMSD: available for 40/40 models
2026-03-30 21:48:56,372 - INFO - Metric DI_all: available for 40/40 models
2026-03-30 21:48:56,372 - INFO - Metric INF_all: available for 40/40 models
2026-03-30 21:48:56,372 - INFO - Metric INF_wc: available for 40/40 models
2026-03-30 21:48:56,372 - INFO - Metric INF_nwc: available for 40/40 models
2026-03-30 21:48:56,372 - INFO - Metric INF_stacking: available for 40/40 models
2026-03-30 21:48:56,372 - INFO - Metric Clash_Score: available for 40/40 models
2026-03-30 21:48:56,372 - INFO - Metric P-value: available for 40/40 models
2026-03-30 21:48:56,372 - INFO - Metric mcq: available for 40/40 models
2026-03-30 21:48:56,372 - INFO - Metric TM-score: available for 40/40 models
2026-03-30 21:48:56,378 - INFO - Clash_Score: Pearson=0.084, Spearman=-0.137, Kendall=-0.108 (n=40)
2026-03-30 21:48:56,379 - INFO - DI_all: Pearson=0.745, Spearman=0.778, Kendall=0.595 (n=40)
2026-03-30 21:48:56,382 - INFO - INF_all: Pearson=0.369, Spearman=0.347, Kendall=0.243 (n=40)
2026-03-30 21:48:56,384 - INFO - INF_nwc: Pearson=-0.224, Spearman=-0.259, Kendall=-0.166 (n=40)
2026-03-30 21:48:56,387 - INFO - INF_stacking: Pearson=0.075, Spearman=0.114, Kendall=0.063 (n=40)
2026-03-30 21:48:56,388 - INFO - INF_wc: Pearson=0.598, Spearman=0.513, Kendall=0.360 (n=40)
2026-03-30 21:48:56,391 - INFO - mcq: Pearson=0.472, Spearman=0.462, Kendall=0.315 (n=40)
2026-03-30 21:48:56,393 - INFO - P-value: Pearson=0.425, Spearman=0.817, Kendall=0.632 (n=40)
2026-03-30 21:48:56,395 - INFO - RMSD: Pearson=0.804, Spearman=0.814, Kendall=0.623 (n=40)
2026-03-30 21:48:56,398 - INFO - TM-score: Pearson=0.186, Spearman=0.130, Kendall=0.093 (n=40)
2026-03-30 21:48:56,400 - INFO - lDDT: Pearson=0.702, Spearman=0.698, Kendall=0.539 (n=40)
2026-03-30 21:48:56,401 - INFO - Saved correlation results to d:\Studia\Projekty\gsp-lab\results\correlations\PZ22Dimer_gGSP_correlations.csv
2026-03-30 21:48:56,402 - INFO - Processing target: PZ23
2026-03-30 21:48:56,477 - INFO - 
--- Detailed data for target: PZ23 ---
2026-03-30 21:48:56,483 - INFO - 
      Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score  P-value   mcq  TM-score
 bujnicki_1 11.121 0.334 12.157 352.349    0.035  -1.000    0.000         0.046        60.69 0.034600 57.44     0.178
 bujnicki_2 10.873 0.323 12.165 167.235    0.073  -1.000   -1.000         0.096        65.20 0.034900 63.35     0.226
 bujnicki_3 11.460 0.339 11.952 337.618    0.035  -1.000   -1.000         0.047        41.34 0.026700 60.27     0.218
     chen_1 12.035 0.346 11.422  27.586    0.414   0.577    0.424         0.340       159.73 0.013000 49.54     0.155
     chen_2 11.595 0.376 13.021  22.967    0.567   0.722    0.548         0.527       182.20 0.090600 40.79     0.192
     chen_3 12.577 0.393 10.587  19.446    0.544   0.750    0.283         0.561       133.39 0.003580 47.10     0.163
     das_10 12.921 0.452 12.322  22.766    0.541   0.866    0.381         0.520         2.50 0.042200 37.86     0.275
      das_1 15.043 0.439 11.162  20.624    0.541   0.866    0.447         0.493         5.84 0.008890 31.79     0.269
      das_2 13.327 0.405 12.834  19.482    0.659   0.935    0.447         0.653        15.03 0.074700 31.43     0.270
      das_3 12.616 0.435 12.554  19.988    0.628   0.866    0.600         0.579         5.01 0.055200 31.35     0.270
      das_4 14.834 0.462 12.045  19.916    0.605   0.866    0.447         0.596         4.17 0.030100 32.98     0.284
      das_5 14.100 0.448 12.049  19.184    0.628   0.866    0.600         0.579         9.18 0.030200 32.31     0.300
      das_6 14.208 0.466  9.686  13.880    0.698   0.866    0.572         0.707        10.85 0.000712 31.50     0.296
      das_7 16.967 0.487  8.129  13.160    0.618   0.866    0.447         0.612         3.34 0.000025 33.16     0.357
      das_8 14.981 0.470 10.681  19.270    0.554   0.866    0.422         0.520        11.69 0.004170 32.76     0.279
      das_9 11.917 0.416 11.781  20.258    0.582   0.866    0.671         0.484         8.35 0.021400 37.58     0.267
     ding_1 12.741 0.400 11.272  18.734    0.602   0.866    0.359         0.612        11.69 0.010500 35.42     0.302
     ding_2 12.154 0.385 11.677  24.715    0.472   0.791    0.283         0.436        10.02 0.018600 32.23     0.222
     ding_3 12.227 0.395 11.457  20.678    0.554   0.791    0.387         0.545         6.68 0.013700 34.41     0.264
     ding_4 12.656 0.382 12.750  23.004    0.554   0.866    0.447         0.495        10.85 0.068400 32.05     0.208
     ding_5 11.855 0.390 13.259  23.533    0.563   0.866    0.478         0.495         2.50 0.114000 32.01     0.247
dokholyan_1 10.856 0.360 12.431  28.419    0.437   0.866    0.000         0.459        26.69 0.047900 57.47     0.160
   simrna_1 12.870 0.363 11.029  20.848    0.529   0.714    0.000         0.570       121.44 0.007260 28.63     0.237
   simrna_2 13.672 0.368 11.658  24.481    0.476   0.589    0.000         0.533       102.35 0.018100 30.76     0.224
   simrna_3 12.656 0.359 11.025  21.786    0.506   0.533   -1.000         0.596        86.26 0.007220 31.51     0.273
   simrna_4 12.972 0.375 11.443  21.142    0.541   0.714    0.000         0.587       113.33 0.013400 28.30     0.245
   simrna_5 14.602 0.383 11.593  21.868    0.530   0.533   -1.000         0.634       131.60 0.016600 30.85     0.212
szachniuk_1 11.505 0.361 13.098  21.833    0.600   0.750    0.447         0.609         1.67 0.097700 39.71     0.238
szachniuk_2 11.403 0.355 13.232  22.729    0.582   0.668    0.447         0.609         1.67 0.111000 41.14     0.230
szachniuk_3 11.488 0.335 14.207  25.575    0.555   0.791    0.447         0.530         0.83 0.249000 36.72     0.172
     xiao_1 14.422 0.395 10.762  21.920    0.491   0.750    0.000         0.500         0.00 0.004770 38.95     0.233
     xiao_2 14.151 0.400 10.901  20.023    0.544   0.802    0.000         0.566         0.00 0.005950 40.80     0.314
     xiao_3 14.326 0.393 10.894  22.188    0.491   0.668   -1.000         0.531         0.83 0.005880 45.02     0.262
